-9.868665933609008789e-01,-8.585169315338134766e-01,5.634300112724304199e-01
-9.863632321357727051e-01,-8.694846630096435547e-01,4.451912939548492432e-01
-9.863519668579101562e-01,-8.694250583648681641e-01,4.439133405685424805e-01
-9.863507747650146484e-01,-8.694498538970947266e-01,4.436651468276977539e-01
-9.863503575325012207e-01,-8.694488406181335449e-01,4.436061680316925049e-01
-9.887637495994567871e-01,-8.027193546295166016e-01,8.620418906211853027e-01
-9.884802103042602539e-01,-8.127714991569519043e-01,8.322335481643676758e-01
-9.870331287384033203e-01,-8.544345498085021973e-01,5.997527241706848145e-01
-9.863647818565368652e-01,-8.689953088760375977e-01,4.478421807289123535e-01
-9.863702058792114258e-01,-8.689779639244079590e-01,4.485549330711364746e-01
-9.887768626213073730e-01,-8.022546172142028809e-01,8.632874488830566406e-01
-9.887360930442810059e-01,-8.037333488464355469e-01,8.593324422836303711e-01
-9.885643720626831055e-01,-8.098542094230651855e-01,8.415715098381042480e-01
-9.876456856727600098e-01,-8.383988738059997559e-01,7.158108353614807129e-01
-9.870324134826660156e-01,-8.542383909225463867e-01,6.003285050392150879e-01
-9.887952804565429688e-01,-8.015899658203125000e-01,8.650216460227966309e-01
-9.887655973434448242e-01,-8.026388883590698242e-01,8.622332811355590820e-01
-9.887619018554687500e-01,-8.027858138084411621e-01,8.618593811988830566e-01
-9.886689186096191406e-01,-8.061662316322326660e-01,8.525789380073547363e-01
-9.882338643074035645e-01,-8.208928108215332031e-01,8.025287389755249023e-01
-9.887983202934265137e-01,-8.014829754829406738e-01,8.652679324150085449e-01
-9.887952804565429688e-01,-8.015798330307006836e-01,8.650403022766113281e-01
-9.887928366661071777e-01,-8.016743063926696777e-01,8.647989034652709961e-01
-9.887849092483520508e-01,-8.019629120826721191e-01,8.640421628952026367e-01
-9.886517524719238281e-01,-8.067644238471984863e-01,8.508305549621582031e-01
-9.863818287849426270e-01,-8.692109584808349609e-01,4.492071568965911865e-01
-9.863626956939697266e-01,-8.696700334548950195e-01,4.441254436969757080e-01
-9.863593578338623047e-01,-8.696867227554321289e-01,4.435918629169464111e-01
-9.863573312759399414e-01,-8.696385622024536133e-01,4.435617029666900635e-01
-9.863568544387817383e-01,-8.696610927581787109e-01,4.433841109275817871e-01
-9.882519841194152832e-01,-8.203834295272827148e-01,8.047484159469604492e-01
-9.868632555007934570e-01,-8.585957884788513184e-01,5.626845359802246094e-01
-9.864703416824340820e-01,-8.672849535942077637e-01,4.713239073753356934e-01
-9.863607287406921387e-01,-8.695011138916015625e-01,4.447625875473022461e-01
-9.863579273223876953e-01,-8.694236874580383301e-01,4.447503089904785156e-01
-9.887668490409851074e-01,-8.026135563850402832e-01,8.623306751251220703e-01
-9.886416196823120117e-01,-8.071364760398864746e-01,8.497704863548278809e-01
-9.882252216339111328e-01,-8.212241530418395996e-01,8.013421893119812012e-01
-9.877184629440307617e-01,-8.365778923034667969e-01,7.273340821266174316e-01
-9.864945411682128906e-01,-8.667138218879699707e-01,4.774754643440246582e-01
-9.887785911560058594e-01,-8.021751642227172852e-01,8.634747862815856934e-01
-9.887644648551940918e-01,-8.026878833770751953e-01,8.621187210083007812e-01
-9.886943697929382324e-01,-8.052605986595153809e-01,8.551521897315979004e-01
-9.884511232376098633e-01,-8.137511610984802246e-01,8.289233446121215820e-01
-9.879343509674072266e-01,-8.301633596420288086e-01,7.611617445945739746e-01
